.dockerignore	b5ae55f2cd3c6e6a318f34ed3273fdd5b6342d05740b4cc50d5edc0c7db8de8c	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
backend/internal/accountworkbench/service.go	3bfe07d21985fa721053add5889c907bba8f93f35ca117fb64372dc6af58ffe0	reviewed	Full re-read latest local RT deferred refresh, source profile callbacks, queue lifetime/scope and original index restoration; existing identity index preserved.
backend/internal/accountworkbench/sms_receipts.go	53a3b2abbae3df12c8aebcf158ed5a16cd7a5fd24c29f3105ba2247538268c51	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
backend/internal/accountworkbench/source_profile.go	1937e81076da5008197d5a78b56ba76e6c3f9544cc69fb070683a16724539c9d	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/source_profile_authorization.go	7dd8ec904549cedd09c5b64e83d20e9b96e3dc197c0ffaa27301731125dde531	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/source_profile_export.go	8092e95a03dfad4d7869e4a612bd574ef4d34a68e8577e4a54d1a2f65cc2951d	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/source_profile_identity.go	f880fcceddd11b6e48cd66e6e44603f99974899e531eef19a0f2a5bb57800ce6	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/source_profile_security.go	c37fa6ceb9e5f4d97589d4d42860ab24d9e3bcb16b7d1744d857bf8cc5a03f06	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/source_profile_types.go	05a8fadc7f4eebded20bc4fc580a51b11efe9f4aa1db6627508f110bb7e9d588	reviewed	Read local-export/source-profile increment; task scope regression fixed after failing test; affected source-profile/local-export race passed 19.021s
backend/internal/accountworkbench/template.go	d330074a1581c37c54f7d0c65e8d1fdad95cc8f85f8ae9b2a8f96be14f4e26ca	reviewed	逐行审查：输入白名单、凭据隔离、预览所有权、目标与模板版本校验；身份匹配重复解析性能待复核。
backend/internal/accountworkbench/templates.go	069a8388344be39214567822f7dfb7a3a82f85b007429551af4ad9ed766ff3be	reviewed	逐行审查：输入白名单、凭据隔离、预览所有权、目标与模板版本校验；身份匹配重复解析性能待复核。
backend/internal/accountworkbench/templates_source.go	ced3a5cdeb38e3aff5520d513ed397e3e7d9e4b7a43fac56ecae6cb334fa4489	reviewed	逐行审查：输入白名单、凭据隔离、预览所有权、目标与模板版本校验；身份匹配重复解析性能待复核。
backend/internal/accountworkbench/types.go	36b3bde6815b012dc770ab6bc49c16524970222e93ee2eeb039a1d8052ce4320	reviewed	逐行审查：输入白名单、凭据隔离、预览所有权、目标与模板版本校验；身份匹配重复解析性能待复核。
backend/scripts/check-go.sh	f3393e0483026ea7587a43e7779edf4ee6a2c4fbf008f3e0759f1b3e5be7ddbb	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
docker-compose.yml	b0c59624c83e2cc6cfee4cc4b66798df86c0532c5aae274ec835a0a8f5d8410e	reviewed	Read all release scripts/workflows/notes and deployment inputs; missing release guards/latest ordering corrected with tested manifest verification. Legacy dual-image release documentation pending synchronization.
docs/account-workbench-integration.md	167dec4b297ff1ccfe7163944ebf1f1396d74d4ee24e0c617470038de6b375e2	reviewed	Push preparation: ignore generated TanStack temporary cache; reviewed final integration validation note. All application code still matches the completed audit snapshot.
docs/deployment.md	584b85058a21e28447f46119d223a66ff56b10805e933d0815b657cfc963b93a	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
docs/dictionary-inventory.md	7dbe5424d58518407daf0d7ae72e167b8f17d8bb14bc1e4d5738c5a00529c259	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
docs/frontend-refresh-audit.md	5f31f24c19a4e5ba5f0528b3e1d03708e5c770fae7f96b9dcd5da5b22ff42c41	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
docs/loading-interactions.md	c66c1c43af4ab5bdbab61f5fb5a528ba178f85c0aa15775b535ab7ab0aeee5fb	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
docs/reviews/frontend-app-accounts-review-2026-09-07.md	439402a7fa424296e444678cca50955af74ede07cfe43198939ca00f44f7a261	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/frontend-app-operations-review-2026-09-07.md	4121ae85ecb8b362472076c1797a1eaee6f63278f1da5060250992c75d726342	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/frontend-app-upstream-auth-review-2026-09-07.md	2f8f007aa2ffa2c57f8a0ef310ef06fc60e24e488a7c6ed42d8e90d52dd00c20	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/frontend-features-review-2026-09-07.md	d8a7cc0559e7732db43281226d4522de0b945a8199948f2af891bec704208740	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/frontend-review-2026-09-07.md	920113c271c85fae084dad8ed030a56ee5a20aaf3adbb916ea9e3eb4d5feb592	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/frontend-shared-review-2026-09-07.md	281589217b7f80556f92297a14ef4b7bb891bf1da2eac6b92301c4dcf522bfcb	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/global-review-2026-09-07.md	12837db12abeb87e3af59f47e4c106e2e7434a9502aa37ac766e439a246cbd55	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/global-review-accounts-upstreams-2026-09-07.md	bfd38de32c3a14751e94a40f04b83e20e3d5745465d1032f8093f65543267e31	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/global-review-coverage-2026-09-07.md	d3433a30dc6dae6783815c88c3e6ecc5098371ae6729850b56c84eec43aaaaa8	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/operations-review-2026-09-07.md	ec7d177aa30faf9c54622ebca6729fe7dfdbfc1ada858f6141b26bb5629e6ec1	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/project-efficiency-review-2026-09-14.md	8d0bb736cc6724182e0c1006ace74c8576fec1fdedc863eb14add0c247008a37	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/root-coordination-2026-09-07.md	a1650382ca4670e39d243bb047527d52dae17996e81c4279f31a25d1ec184eeb	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/scaling-budget-fixes-2026-09-07.md	4410952eab875cb1176188394772a7d7eb539a2276960df9ad7e303e88c4697a	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/scheduling-policy-fixes-2026-09-07.md	e60c673438b847f106890d22e2784454fe7d13fc92937982292a632fba87303c	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/scheduling-policy-review-2026-09-07.md	7fa364b0aaff32237b41302938dccd6717100e129bd1377ed9a7accc7c887166	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
docs/reviews/scheduling-safety-fixes-2026-09-07.md	835e2f80f837e6a97382b88d8f77f9915adb71e080d30b365f0ff9598137fa52	reviewed	Read complete historical reports and per-file index; verified scope/dated evidence distinctions, do not reuse historic completion or test counts for current audit.
frontend/.dockerignore	4d2f8b6a606e6a4e5846b1cdb66aad4e24464b31f9a6b13049cc66455eccd4eb	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/.prettierignore	dd2fbebf180366b228a85fae9ba30e5d6834aeb161c7dd9a9cc89859ef28ef57	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/Dockerfile	08d1a79af904eceef80db553591c2a210882fe3146e258332e4539f2380ca1d4	reviewed	Read complete theme tokens, shell context, HTML metadata, deployment proxy input restrictions and isolated proxy tests; no confirmed regression in these files.
frontend/STYLE-GUIDE.md	8856c4e66e2103bf3992bd156fb6155c98f6122fece45de5740a52d57f5291d3	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
frontend/STYLE_AUDIT.md	456b03942d20833106da4c16ac659a04487fcfb3a9f793e4ed114187b4f28801	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
frontend/STYLE_GUIDE.md	11c262e65bef827c1dc25e2e9cf431f48a48a9f57e7c5ffff493ee4513429617	reviewed	Read all current product/deployment/integration/dictionary/loading/style documentation; historical verification statements treated as prior work, not current audit evidence.
frontend/bun.lock	3c32f288bc2ee76ed6869a0b16536297f23f648469afb5f06f18ca577312f66d	reviewed	JSONC解析完整锁文件785项：与package.json一致，全部Registry包含合法SHA512完整性字段；逐项查看包名版本，后续依赖审计
frontend/docker-entrypoint.d/40-configure-trusted-proxies.sh	1aac3183f6e66234b54885441f029cc6ee7ed889bbe81458ca12ae6c32f2b8c9	reviewed	Read complete theme tokens, shell context, HTML metadata, deployment proxy input restrictions and isolated proxy tests; no confirmed regression in these files.
frontend/e2e/__tests__/account-table-layout.e2e.ts	914bf9fc2bb255a6229919d3ab4a7181809a5396bea9999016beff6124043397	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/checkpoint-security.e2e.ts	4f25d4ebb4dd9155c7347f2de933688b05469639de317621c8d81d2c59ac4320	reviewed	Full regression review: checkpoint security requires observed identity, new OAuth has fresh state/PKCE and original proxy/SMS lineage, mobile/desktop secret-free workflow and explicit SMS fees.
frontend/e2e/__tests__/account-workbench/cleanup.e2e.ts	971200e125c4a83cbf6d1323b185a8f13ae869bc8593a647dd64925f77c779e7	reviewed	逐行审查：清理影响范围与阻塞、检查点人工恢复、短信凭据清除及长文本响应式回归，全部使用隔离API。
frontend/e2e/__tests__/account-workbench/conversion.e2e.ts	2800edf7a92f4a247a25210f94264f0195461970013b026edda0e22694fd508b	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/export.e2e.ts	cf819841ad1a2c438937dbb06316e360b471d0ea2a560c5ac11f4f3a4fd15657	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/fixture.ts	dc8fe71676d19d5a7fffd82500466ed6b833b64eb12bdb275cc805a4fb92f2b3	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/history-query.e2e.ts	c173fca69a0be04ba848ae6c0401507427d0bbb6cb62c3d28de6483f42e50cae	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/history.e2e.ts	dea7caff7b1e1416ea7f465656ca28abba8af872d893d9d2c24d4f0ff0f28214	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/local-export.e2e.ts	b403c01b2ed41c65d560c6f6518ebe6f5128cdcfbbe55d2b09a163bb9472fe70	reviewed	Reviewed current integration and local export contract; token exchange checkpoint revocation and scoped SMS documented; isolated regression fixtures verified.
frontend/e2e/__tests__/account-workbench/local-regeneration.e2e.ts	5bc16f7f6ab0069e499e083fd0ae353a27cf5d1427adfc35c97ffd189066058a	reviewed	Read complete isolated regressions: no RT call before final confirmation; local scope only; stable source indexes, official identity confirmation and responsive dialog overflow.
frontend/e2e/__tests__/account-workbench/local-source-profiles.e2e.ts	3da57c3c4bad8f23bff5bdf5e828af7a2a3402fd5d43f14fedc96c1cba124a07	reviewed	Re-read explicit local-export request scopes and query parameters; browser source-profile save/export/reauthorization flow uses isolated response fixtures and stable revisions.
frontend/e2e/__tests__/account-workbench/login-profiles.e2e.ts	e9aeb8da4e8558b3caa17f7e5bf20244a7177e0de4b27e463ce8231429ebcc04	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/maintenance-authorization.e2e.ts	ee0b02d88d9aea5d6bcc971bdc5ea5a40c78d7ce6bc0024373a7238bdd40e67d	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/maintenance-uploads.e2e.ts	97d741cd1a969a288024e12906b22de42f97d19737b4ea7d28b5d1f58754cfd5	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
frontend/e2e/__tests__/account-workbench/mixed-queue.e2e.ts	802ce2472bd746fef9974067219872c6fabafb737e527a6da74fda38a543e01e	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
frontend/e2e/__tests__/account-workbench/mixed-run.e2e.ts	29c710dba4b4d1b54cfc1fc44cc8d48dc7a0f0f2a7afbed25782d34b38bb67e6	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/oauth-batch.e2e.ts	bded1883d5e259db824ddd88fa00f6cd611230dfd3f07ab86ce320fe2d5025a9	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/oauth-checkpoints.e2e.ts	8338d401ed32ccb6666e61630bfb1dcd1412a3344c12c354733aa394c8f0683a	reviewed	逐行审查：清理影响范围与阻塞、检查点人工恢复、短信凭据清除及长文本响应式回归，全部使用隔离API。
frontend/e2e/__tests__/account-workbench/oauth-login.e2e.ts	10112222175f5147462130dde9482f75d9ce26afb8c9a2d0709a821f9b4b646e	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/oauth-proxy.e2e.ts	94be408ce10e54c0c21684d125be566cc2b36268285850496b3f20c9ab9939ca	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/oauth-security.e2e.ts	487fca8d8cdd5c765f929bf0b8b0a569d86e02e9b4d4a0b8cbaad5eca27baa60	reviewed	Incremental content review: checkpoint claim/CAS and expiry, official identity confirmation before write, private artifact scope, SMS original-order retention, API no-store payloads and isolated browser workflow.
frontend/e2e/__tests__/account-workbench/oauth-sms.e2e.ts	b17bdca6610d3b54285281f5b2242361dc01852fc9766a95f0010cb0bf09668f	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/oauth.e2e.ts	6c514ab90b3f58f9422d697f033a99a8b7cccbd7e8ec51e236212a0691822a9f	reviewed	Re-reviewed final keyboard navigation assertions, explicit import confirmation, browser input, long template wrapping and session cancellation; desktop/mobile 4 E2E cases passed in 23.0s, ESLint and format passed.
frontend/e2e/__tests__/account-workbench/profile-export.e2e.ts	3546fdb3d5373b5ef31a21e2e5e46dc7e93a4c8ea083797380376f1515e51adc	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/queue-checkpoint-recovery.e2e.ts	31886389951922d95c5a2edf9ad67b29d86cc293047978414738f5220c20c115	reviewed	Reviewed complete browser scenario: account scope, current task reconnection, two-step cancellation, long identity layout, keyboard and scope-bound requests.
frontend/e2e/__tests__/account-workbench/regeneration.e2e.ts	15699c4d3bb1e0afa24114f986e53cf9c4529881804f89c78c73a4b7b071732e	reviewed	逐行审查隔离夹具、请求契约、任务等待、键盘和响应式断言；本批未发现需独立修复的问题
frontend/e2e/__tests__/account-workbench/retry.e2e.ts	e144722a789b16f9e520a15ab2474d331071b2c59f4bad32ccb2903c56eda00a	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/account-workbench/security.e2e.ts	c4d550cb0cf742e0c62abe6f28dae90918546187762be1c6a4aadae5f36d9550	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/account-workbench/sms-attachment.e2e.ts	f313dd1d6a96b6c18026815198e4ca7eb8b1a1a374977a5f6ad41fba247e0929	reviewed	Full regression review: checkpoint security requires observed identity, new OAuth has fresh state/PKCE and original proxy/SMS lineage, mobile/desktop secret-free workflow and explicit SMS fees.
frontend/e2e/__tests__/account-workbench/sms-receipts.e2e.ts	ed28aab4d574dd56a816156b5f2a97c4deaf6157e00864e19504e035954a7301	reviewed	逐行审查：清理影响范围与阻塞、检查点人工恢复、短信凭据清除及长文本响应式回归，全部使用隔离API。
frontend/e2e/__tests__/account-workbench/source-security-batch.e2e.ts	aa5638674a06a530b65847b5118ab20aae0e557492ad867d758230973cc7c76d	reviewed	Reviewed latest local source profile identity/version/scope contracts and source batch explicit fresh OAuth lifecycle; documentation matches implemented boundaries; desktop/mobile regression re-executed during closeout.
frontend/e2e/__tests__/account-workbench/templates.e2e.ts	162ae8c09966883b9709f26a6f891397c91dfc283ca3f77fdbc626b100653002	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/alert-policy-layout.e2e.ts	f650d56b5b5eb6153075d2809ee0cfe61750c1e87f2155f07ada063cacd2bfb9	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/alert-policy-loading.e2e.ts	2f3b9394431520fbfa24ffb4f3323fa16c196c130acf3393df0f722ed932d504	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/animation-module-loading.e2e.ts	9e25c187742dd5a142dd0ecbfc6663982de2e2ce5701e16baca50b74b09ec89a	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/background-refresh.e2e.ts	2d104b15c2601a51815012c3a85699577701c77e75421906443b626fdecaeead	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/brand-entrypoints.e2e.ts	a20ac1f238064925a1a253f5fb6c7883b2296d193b4ef7912bfd6182f48a03a0	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/browser-login.e2e.ts	036ba4e637428f56eca204f549ab8b76f09dfbedc432fde7ca7f8c387e6d2e79	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/browser-login/manual-login.e2e.ts	e520c9634670c99df9c1c75d0596aaaeaf091bdf053e80cba990be5fefcc7b9e	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/button-sizing.e2e.ts	dcbe533da022e6559ba8c87d92b9b90a4b4118fc5e1ebc21f853c250d76ff934	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/custom-animation-layout.e2e.ts	9498ca996ae11e98e8c75125e94a6db2e1d401b45998c4b2784a3403370b849b	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/custom-animation-models.e2e.ts	8aeea7a11317810497da35c9ceda5f72f37923ae4f406cb5f006a8b3677707fb	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/custom-animation.e2e.ts	4e73769faa31e1222cb416b5c78677841851d769c045bed5e93b93a3003c59af	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/dialog-heading-scroll.e2e.ts	96268f22623a78453c5aea1a401c9bcc1d7739a55e17e427368bdd10dd397350	reviewed	逐行审查授权重试、预览确认、请求隔离、刷新保留、加载与尺寸及滚动回归；未发现独立缺陷
frontend/e2e/__tests__/dialog-table-scroll.e2e.ts	ccd2f61b48b5f7fd7118db34d89a81e492c43f457ec07b461e362cb5ab0ac10a	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/dictionary-drag.e2e.ts	4d24bb46ba40f24d2e08a282f11ff6eb2ab7e8446375847192955582d7e73145	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/dictionary-responsiveness.e2e.ts	371b3a18c432514d071bf5df11649543924e742227b20827b6ff43dfba74a0f3	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/editor-loading.e2e.ts	a81b79a08f5e1958e3b782e0ae0940675297ebf4fa163403f867ec42d917d683	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/browser-login.tsx	abd0690207417d630d4d0935cced33ed25c84cc9bfa51d10d20b5b15a1b047dc	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/json-editor-harness.ts	422260ec29e515add0c3fb903af89e79135b00bb0184da03fb6b851e005165d8	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/json-editor.tsx	0f8054fcadd16e6902ed6c15161410a09126dd2a6a5d59e9fd069935876ad980	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/model-check-configuration.ts	08893ee4eaa62c410aaffd7dc555bf0be370c8b6b208f883b48c58bf3826069e	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/operations.ts	c6ba758845ea5ec1f831b38c34c817da3763bc665b9250a61e34a98609fb623e	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/overview.ts	87c3685c5a7c50683824b4dba770e4bce9adb8cde420cd6a5e19199569e25394	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/page-shell.ts	7dde32a0c7d972c021e3e1a2f7c3af863221dd611f5663e449c19c549167b376	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/settings.ts	3742dee9d1d02425e63077963c447b48dcba78d5cc7e8e0ae16a6a60283e8389	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/style-surfaces.tsx	5e4b1432cc7cf4e485b57176424aa03e57e43f3185fe98f9a1f39be76c009593	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/fixtures/tooltip-layout.tsx	61757df88bfd8decc262a5869570a8af578ed91a35b4a1b8bfab794e4283e3da	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/form-loading-layout.e2e.ts	effcd24e6dfc747c0c067aef5966aa5743cb8a82cb70ec6a0d33c1b13873f23d	reviewed	逐行审查表格动画、排序交互、JSON编辑夹具、共享数据与表单加载断言；未发现独立缺陷
frontend/e2e/__tests__/group-policy-editor.e2e.ts	66e49d32952edc8d90a3575560dac59554f094e6d5b1c73260d6b76b7c70e43e	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/group-selection-layout.e2e.ts	f8c96b89ffb87d551f9dd17bcaa0009748914674f8d78e2bc0ff5893c92ab945	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/inspection-failures.e2e.ts	b70f56459cd219715c38b66b487a0b64a40495bc3d415fde8e9e1f68cfbe373b	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/json-editor-search.e2e.ts	7c9a027cc0a210d12b2cde8d9cb32e848184c5ca4f8b4233f88bcf8db3e6e678	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/json-editor.e2e.ts	d94272c9be240c015abddc4d896b56c9afbaa77c4c6a6718c6f3d65e17c6c60e	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/loading-layout.e2e.ts	9994a013fcbc84e3e5c37f4a1307928fce93c1bc2d3ec619c9a92470865407d9	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/loading-lifecycle.e2e.ts	61d70372e17363248540221a55acf0006cfd80942e5ec22e3650c93b02d2e848	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/login-orchestration.e2e.ts	c031b69c91b13849c79847204b82640bb633830073f771f324241d7fbaa250a8	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/login-page.e2e.ts	5bd8e3d60ba4013137ca8906158cc306c40eafc8e70a3168b42d2a1d30dfdc04	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/login-theme.e2e.ts	488771fca7aec7368e4514dac93f0d73e1dde1063d52d38201e03fc892da34a8	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
